,APMC,Commodity,2014,2015,2016
1196,Kamthi,carrot,5071,4444,4444
1197,Kamthi,chavli (pala),2308,2625,2625
1198,Kamthi,chavli (shenga ),4000,4887,4887
1199,Kamthi,cluster bean,4217,3364,3364
1200,Kamthi,coriander  ,8048,7389,7389
1201,Kamthi,cucumber,3750,3773,3773
1202,Kamthi,custard apple,10000,9475,9475
1203,Kamthi,dhemse,7545,5714,5714
1204,Kamthi,flower,3173,3452,3452
1205,Kamthi,garlic,10000,25333,25333
1206,Kamthi,ginger (fresh),9100,7182,7182
1207,Kamthi,green chilli,5556,5806,5806
1208,Kamthi,green peas (dry),7333,6111,6111
1209,Kamthi,green-peas,4000,4400,4400
1210,Kamthi,guava,5000,4500,4500
1211,Kamthi,kand,0,2700,2700
1212,Kamthi,kanda pat,4400,4200,4200
1213,Kamthi,ladies finger,4820,5000,5000
1214,Kamthi,lemon,3250,3750,3750
1215,Kamthi,mango,0,8875,8875
1216,Kamthi,methi (bhaji),4905,7167,7167
1217,Kamthi,mint,5000,4864,4864
1218,Kamthi,mosambi,3267,3000,3000
1219,Kamthi,onion,2500,2991,2991
1220,Kamthi,orange,3647,3000,3000
1221,Kamthi,papai,3000,2056,2056
1222,Kamthi,parwar,4000,5000,5000
1223,Kamthi,potato,0,2025,2025
1224,Kamthi,pumpkin,2107,1778,1778
1225,Kamthi,raddish,2261,2750,2750
1226,Kamthi,small gourd,3292,2864,2864
1227,Kamthi,spinach,3232,3080,3080
1228,Kamthi,squash gourd,0,4667,4667
1229,Kamthi,tomato,2307,3780,3780
1230,Kamthi,wal bhaji,8667,4467,4467
1231,Kamthi,zendu,4400,5000,5000
1232,Kannad,bajri,1395,1790,1790
1233,Kannad,ginger (fresh),0,3944,3944
1234,Kannad,gram,2500,4400,4400
1235,Kannad,green gram,6500,7500,7500
1236,Kannad,maize,1100,1343,1343
1237,Kannad,pigeon pea (tur),0,8750,8750
1238,Kannad,sorgum(jawar),1540,1751,1751
1239,Kannad,wheat(husked),1807,1749,1749
1240,Karad,apple,16500,19538,19538
1241,Karad,banana,1543,1821,1821
1242,Karad,bitter gourd,2986,3750,3750
1243,Karad,bor,2000,2325,2325
1244,Karad,bottle gourd,1508,1350,1350
1245,Karad,brinjal,1692,1663,1663
1246,Karad,cabbage,1029,1048,1048
1247,Karad,capsicum,3580,2900,2900
1248,Karad,carrot,1367,2000,2000
1249,Karad,chikoo,2125,3053,3053
1250,Karad,cluster bean,3533,3770,3770
1251,Karad,cucumber,1680,2225,2225
1252,Karad,custard apple,3833,4400,4400
1253,Karad,flower,1458,1286,1286
1254,Karad,garlic,5200,6333,6333
1255,Karad,ghevda,3333,3000,3000
1256,Karad,ginger (fresh),4542,4222,4222
1257,Karad,grapes,0,4806,4806
1258,Karad,green chilli,3243,3500,3500
1259,Karad,green-peas,7500,6833,6833
1260,Karad,jaggery,3900,6100,6100
1261,Karad,ladies finger,3471,3050,3050
1262,Karad,lemon,0,0,0
1263,Karad,mango,0,7294,7294
1264,Karad,math (bhaji),0,10,10
1265,Karad,mosambi,6286,6333,6333
1266,Karad,onion,2150,2350,2350
1267,Karad,pavata,5500,3625,3625
1268,Karad,pavtta,2717,3500,3500
1269,Karad,pomegranate,6200,5500,5500
1270,Karad,potato,2825,2200,2200
1271,Karad,ridge gourd,2613,2944,2944
1272,Karad,shevga,6083,6600,6600
1273,Karad,snake gourd,2580,2357,2357
1274,Karad,squash gourd,1800,2630,2630
1275,Karad,sweet potato,2000,1200,1200
1276,Karad,tomato,1938,1986,1986
1277,Karad,water melon,0,12989,12989
1278,Karanja,bajri,1600,1775,1775
1279,Karanja,batbati,4935,5328,5328
1280,Karanja,black gram,5531,11652,11652
1281,Karanja,gram,2824,4986,4986
1282,Karanja,green gram,7630,8640,8640
1283,Karanja,ground nut pods (dry),3987,5950,5950
1284,Karanja,pigeon pea (tur),5146,10271,10271
1285,Karanja,sesamum,9853,8765,8765
1286,Karanja,sorgum(jawar),1619,1594,1594
1287,Karanja,soybean,3353,3931,3931
1288,Karanja,wheat(husked),1603,1822,1822
1289,Karjat (Raigad),paddy-unhusked,1459,1442,1442
1290,Karjat (Raigad),rice(paddy-hus),4400,4400,4400
1291,Karmala,bajri,1742,0,0
1292,Karmala,gram,0,5000,5000
1293,Karmala,maize,1237,1375,1375
1294,Karmala,sorgum(jawar),3284,3291,3291
1295,Karmala,sunflower,3343,3775,3775
1296,Katol,black gram,0,8117,8117
1297,Katol,cotton,4020,4498,4498
1298,Katol,gram,2779,4795,4795
1299,Katol,green gram,0,5100,5100
1300,Katol,ground nut pods (dry),4706,6190,6190
1301,Katol,maize,0,1278,1278
1302,Katol,mosambi,0,1698,1698
1303,Katol,orange,1035,1983,1983
1304,Katol,pigeon pea (tur),4548,9426,9426
1305,Katol,sorgum(jawar),1259,1463,1463
1306,Katol,soybean,3315,3846,3846
1307,Katol,wheat(husked),1543,1591,1591
1308,Kej,bajri,1871,1961,1961
1309,Kej,bhagar-vari,0,2101,2101
1310,Kej,black gram,5387,9940,9940
1311,Kej,coriander (dry),9000,9100,9100
1312,Kej,gram,0,4738,4738
1313,Kej,green gram,7053,8619,8619
1314,Kej,maize,1403,1631,1631
1315,Kej,pigeon pea (tur),4700,10785,10785
1316,Kej,sesamum,9700,9226,9226
1317,Kej,sorgum(jawar),2346,2450,2450
1318,Kej,soybean,3298,3793,3793
1319,Kej,wheat(husked),1911,3044,3044
1320,Khamgaon,bajri,1394,1531,1531
1321,Khamgaon,black gram,5702,11634,11634
1322,Khamgaon,bullack,30000,20000,20000
1323,Khamgaon,chillies(red),9563,11183,11183
1324,Khamgaon,cotton,4050,4403,4403
1325,Khamgaon,gram,2900,4936,4936
1326,Khamgaon,green gram,8116,8722,8722
1327,Khamgaon,ground nut pods (dry),3605,5365,5365
1328,Khamgaon,lemon,553,908,908
1329,Khamgaon,maize,1295,1362,1362
1330,Khamgaon,neem-seed,0,1004,1004
1331,Khamgaon,pigeon pea (tur),5090,10873,10873
1332,Khamgaon,safflower,0,2400,2400
1333,Khamgaon,sesamum,9086,9293,9293
1334,Khamgaon,sorgum(jawar),1448,1496,1496
1335,Khamgaon,soybean,3410,3852,3852
1336,Khamgaon,sunflower,3104,3401,3401
1337,Khamgaon,wheat(husked),1635,2040,2040
1338,Khed (Shel Pimpalgaon),bottle gourd,1122,877,877
1339,Khed (Shel Pimpalgaon),brinjal,2739,2473,2473
1340,Khed (Shel Pimpalgaon),cabbage,660,1010,1010
1341,Khed (Shel Pimpalgaon),cluster bean,4064,4630,4630
1342,Khed (Shel Pimpalgaon),cucumber,1553,1555,1555
1343,Khed (Shel Pimpalgaon),farshi,3945,3100,3100
1344,Khed (Shel Pimpalgaon),flower,1370,999,999
1345,Khed (Shel Pimpalgaon),green chilli,3282,2800,2800
1346,Khed (Shel Pimpalgaon),ladies finger,2644,2750,2750
1347,Khed (Shel Pimpalgaon),walvad,2430,2061,2061
1348,Khed-Chakan,bitter gourd,0,3405,3405
1349,Khed-Chakan,bottle gourd,0,1063,1063
1350,Khed-Chakan,brinjal,0,3135,3135
1351,Khed-Chakan,cabbage,0,793,793
1352,Khed-Chakan,capsicum,0,2276,2276
1353,Khed-Chakan,carrot,0,1213,1213
1354,Khed-Chakan,chavli (shenga ),0,2303,2303
1355,Khed-Chakan,cluster bean,0,4831,4831
1356,Khed-Chakan,coriander  ,0,0,0
1357,Khed-Chakan,cucumber,0,1276,1276
1358,Khed-Chakan,farshi,0,3934,3934
1359,Khed-Chakan,flower,0,1248,1248
1360,Khed-Chakan,green chilli,0,2956,2956
1361,Khed-Chakan,green-peas,0,3636,3636
1362,Khed-Chakan,ladies finger,0,2828,2828
1363,Khed-Chakan,onion,0,0,0
1364,Khed-Chakan,potato,0,930,930
1365,Khed-Chakan,shevga,0,5581,5581
1366,Khed-Chakan,squash gourd,0,4008,4008
1367,Khed-Chakan,tomato,0,1671,1671
1368,Khed-Chakan,walvad,0,2658,2658
1369,Khed,cabbage,0,700,700
1370,Khed,cluster bean,4010,0,0
1371,Khed,cucumber,0,0,0
1372,Khed,farshi,0,0,0
1373,Khed,flower,0,0,0
1374,Khed,green chilli,0,0,0
1375,Khultabad,maize,967,1372,1372
1376,Kille Dharur,bajri,2284,2248,2248
1377,Kille Dharur,cotton,5392,4425,4425
1378,Kille Dharur,gram,2475,4696,4696
1379,Kille Dharur,green gram,7358,7361,7361
1380,Kille Dharur,maize,1334,1724,1724
1381,Kille Dharur,pigeon pea (tur),4103,9651,9651
1382,Kille Dharur,sesamum,11925,9200,9200
1383,Kille Dharur,sorgum(jawar),2402,2821,2821
1384,Kille Dharur,soybean,3278,3857,3857
1385,Kille Dharur,wheat(husked),1975,2636,2636
1386,Kinwat,cotton,3989,4142,4142
1387,Kinwat,gram,0,4200,4200
1388,Kinwat,ground nut pods (dry),0,5100,5100
1389,Kinwat,pigeon pea (tur),0,9094,9094
1390,Kinwat,sorgum(jawar),0,1300,1300
1391,Kinwat,soybean,3238,3600,3600
1392,Kolhapur-Laxmipuri,bajri,1900,2300,2300
1393,Kolhapur-Laxmipuri,chillies(red),40800,18000,18000
1394,Kolhapur-Laxmipuri,cowpea,5000,6000,6000
1395,Kolhapur-Laxmipuri,gr.nut kernels,7700,9075,9075
1396,Kolhapur-Laxmipuri,gram,3800,7778,7778
1397,Kolhapur-Laxmipuri,green gram,7800,10092,10092
1398,Kolhapur-Laxmipuri,green peas (dry),5200,6422,6422
1399,Kolhapur-Laxmipuri,lentil,6600,15304,15304
1400,Kolhapur-Laxmipuri,maize,1600,1732,1732
1401,Kolhapur-Laxmipuri,paddy-unhusked,1750,1980,1980
1402,Kolhapur-Laxmipuri,rice(paddy-hus),5650,5392,5392
1403,Kolhapur-Laxmipuri,sorgum(jawar),3900,3835,3835
1404,Kolhapur-Laxmipuri,spilt gerrn gram,8993,11767,11767
1405,Kolhapur-Laxmipuri,spilt pigeon pea,7200,17842,17842
1406,Kolhapur-Laxmipuri,split black gram,9060,17167,17167
1407,Kolhapur-Laxmipuri,split gram,4500,6843,6843
1408,Kolhapur-Laxmipuri,split lentil,6600,7956,7956
1409,Kolhapur-Laxmipuri,wheat(husked),2800,2900,2900
1410,Kolhapur-Malkapur,brinjal,0,0,0
1411,Kolhapur-Malkapur,cabbage,0,0,0
1412,Kolhapur-Malkapur,capsicum,0,0,0
1413,Kolhapur-Malkapur,cluster bean,0,0,0
1414,Kolhapur-Malkapur,coriander  ,0,0,0
1415,Kolhapur-Malkapur,flower,0,0,0
1416,Kolhapur-Malkapur,ladies finger,0,0,0
1417,Kolhapur-Malkapur,squash gourd,0,0,0
1418,Kolhapur-Malkapur,tomato,0,0,0
1419,Kolhapur,apple,0,14000,14000
1420,Kolhapur,awala,0,2600,2600
1421,Kolhapur,banana,0,875,875
1422,Kolhapur,beet root,0,2375,2375
1423,Kolhapur,bitter gourd,0,3412,3412
1424,Kolhapur,bor,0,2356,2356
1425,Kolhapur,bottle gourd,0,2108,2108
1426,Kolhapur,brinjal,0,4040,4040
1427,Kolhapur,cabbage,0,1500,1500
1428,Kolhapur,capsicum,0,3432,3432
1429,Kolhapur,carrot,0,2825,2825
1430,Kolhapur,chikoo,0,5110,5110
1431,Kolhapur,cluster bean,0,5000,5000
1432,Kolhapur,coriander  ,0,14840,14840
1433,Kolhapur,cucumber,0,3153,3153
1434,Kolhapur,custard apple,0,12740,12740
1435,Kolhapur,flower,0,1661,1661
1436,Kolhapur,garlic,0,11375,11375
1437,Kolhapur,ghevda,0,3300,3300
1438,Kolhapur,ginger (fresh),0,5588,5588
1439,Kolhapur,grapes,0,4000,4000
1440,Kolhapur,green chilli,0,3600,3600
1441,Kolhapur,green-peas,0,10083,10083
1442,Kolhapur,ground nut pods (dry),0,3891,3891
1443,Kolhapur,guava,0,1667,1667
1444,Kolhapur,jaggery,3862,4340,4340
1445,Kolhapur,kanda pat,0,3579,3579
1446,Kolhapur,ladies finger,0,4150,4150
1447,Kolhapur,lemon,0,8500,8500
1448,Kolhapur,maize(corn.),0,1414,1414
1449,Kolhapur,mango,0,4265,4265
1450,Kolhapur,math (bhaji),0,10007,10007
1451,Kolhapur,melon,0,2744,2744
1452,Kolhapur,mosambi,0,6577,6577
1453,Kolhapur,onion,2242,4057,4057
1454,Kolhapur,orange,0,8775,8775
1455,Kolhapur,papai,0,1800,1800
1456,Kolhapur,pineapple,0,2500,2500
1457,Kolhapur,pomegranate,0,9213,9213
1458,Kolhapur,potato,0,1465,1465
1459,Kolhapur,raddish,0,510,510
1460,Kolhapur,shepu,0,5950,5950
1461,Kolhapur,shevga,0,7358,7358
1462,Kolhapur,small gourd,0,3300,3300
1463,Kolhapur,snake gourd,0,1380,1380
1464,Kolhapur,spinach,0,4200,4200
1465,Kolhapur,squash gourd,0,4067,4067
1466,Kolhapur,strawberi,0,2333,2333
1467,Kolhapur,sweet potato,0,2192,2192
1468,Kolhapur,tomato,0,3237,3237
1469,Kolhapur,wal bhaji,0,3638,3638
1470,Kolhapur,water melon,0,1200,1200
1471,Kopargaon,bajri,1503,1747,1747
1472,Kopargaon,chikoo,0,2925,2925
1473,Kopargaon,gram,4122,4773,4773
1474,Kopargaon,green gram,7911,8626,8626
1475,Kopargaon,maize,1165,1466,1466
1476,Kopargaon,onion,2184,2758,2758
1477,Kopargaon,pigeon pea (tur),0,7113,7113
1478,Kopargaon,sorgum(jawar),1775,1681,1681
1479,Kopargaon,soybean,3289,3781,3781
1480,Kopargaon,wheat(husked),1699,1800,1800
1481,Koregaon,ghevda seed,5631,8143,8143
1482,Koregaon,gram,3200,4729,4729
1483,Koregaon,green gram,7800,7814,7814
1484,Koregaon,onion,1950,2300,2300
1485,Koregaon,potato,2067,1575,1575
1486,Koregaon,sorgum(jawar),2133,2038,2038
1487,Koregaon,wheat(husked),1767,1900,1900
1488,Korpana,cotton,4050,4100,4100
1489,Korpana,pigeon pea (tur),0,7400,7400
1490,Korpana,soybean,3220,3685,3685
1491,Kurdwadi-Modnimb,black gram,0,8689,8689
1492,Kurdwadi-Modnimb,bor,0,2167,2167
1493,Kurdwadi-Modnimb,gram,0,4745,4745
1494,Kurdwadi-Modnimb,maize,0,1700,1700
1495,Kurdwadi-Modnimb,onion,0,2706,2706
1496,Kurdwadi-Modnimb,pigeon pea (tur),0,8570,8570
1497,Kurdwadi-Modnimb,sorgum(jawar),0,2518,2518
1498,Kurdwadi-Modnimb,wheat(husked),0,2542,2542
1499,Kurdwadi,bajri,1541,1551,1551
1500,Kurdwadi,black gram,3400,7241,7241
1501,Kurdwadi,chillies(red),3551,7000,7000
1502,Kurdwadi,gram,2765,14802,14802
1503,Kurdwadi,green gram,5501,7651,7651
1504,Kurdwadi,lemon,850,600,600
1505,Kurdwadi,maize,1337,1644,1644
1506,Kurdwadi,onion,1898,3575,3575
1507,Kurdwadi,pigeon pea (tur),3825,8664,8664
1508,Kurdwadi,sorgum(jawar),2764,2496,2496
1509,Kurdwadi,tamarind,0,4000,4000
1510,Kurdwadi,wheat(husked),1771,2029,2029
1511,Lakhandur,paddy-unhusked,1867,1707,1707
1512,Lakhani,paddy-unhusked,2725,2437,2437
1513,Lasalgaon-Niphad,maize,0,1295,1295
1514,Lasalgaon-Niphad,onion,0,2843,2843
1515,Lasalgaon-Niphad,soybean,0,3516,3516
1516,Lasalgaon-Niphad,wheat(husked),0,0,0
1517,Lasalgaon-Vinchur,bajri,0,1670,1670
1518,Lasalgaon-Vinchur,gram,0,4946,4946
1519,Lasalgaon-Vinchur,maize,0,1515,1515
1520,Lasalgaon-Vinchur,sorgum(jawar),0,1661,1661
1521,Lasalgaon-Vinchur,soybean,0,3965,3965
1522,Lasalgaon-Vinchur,wheat(husked),0,1885,1885
1523,Lasalgaon,bajri,1615,1803,1803
1524,Lasalgaon,black gram,5365,10006,10006
1525,Lasalgaon,gram,3056,5449,5449
1526,Lasalgaon,green gram,8304,9547,9547
1527,Lasalgaon,ground nut pods (dry),4128,5715,5715
1528,Lasalgaon,maize,1361,1575,1575
1529,Lasalgaon,onion,1943,2391,2391
1530,Lasalgaon,pigeon pea (tur),3901,8086,8086
1531,Lasalgaon,rice(paddy-hus),1592,1691,1691
1532,Lasalgaon,sorgum(jawar),2068,2100,2100
1533,Lasalgaon,soybean,3507,3956,3956
1534,Lasalgaon,sunflower,3368,5370,5370
1535,Lasalgaon,wheat(husked),1995,2130,2130
1536,Lasur Station,bajri,1600,1621,1621
1537,Lasur Station,black gram,0,8013,8013
1538,Lasur Station,gram,2729,4972,4972
1539,Lasur Station,green gram,7878,9048,9048
1540,Lasur Station,maize,1310,1491,1491
1541,Lasur Station,onion,1917,2871,2871
1542,Lasur Station,pigeon pea (tur),6036,8723,8723
1543,Lasur Station,sorgum(jawar),1925,2198,2198
1544,Lasur Station,soybean,3362,4151,4151
1545,Lasur Station,thymol-lovage,0,11246,11246
1546,Lasur Station,wheat(husked),2058,1988,1988
1547,Latur-Murud,gram,0,4465,4465
1548,Latur-Murud,maize,0,1486,1486
1549,Latur-Murud,pigeon pea (tur),0,9320,9320
1550,Latur-Murud,safflower,0,2500,2500
1551,Latur-Murud,sorgum(jawar),0,1761,1761
1552,Latur-Murud,soybean,0,3794,3794
1553,Latur-Murud,wheat(husked),0,2501,2501
1554,Latur,bajri,1592,1874,1874
1555,Latur,black gram,6421,12325,12325
1556,Latur,gram,3211,5128,5128
1557,Latur,green gram,8210,9246,9246
1558,Latur,maize,1252,1618,1618
1559,Latur,pigeon pea (tur),5454,12641,12641
1560,Latur,safflower,2831,2864,2864
1561,Latur,sorgum(jawar),2365,2763,2763
1562,Latur,soybean,3658,4036,4036
1563,Latur,sunflower,3439,3968,3968
1564,Latur,wheat(husked),2796,3452,3452
1565,Lohara,soybean,0,3670,3670
1566,Loha,black gram,5025,11600,11600
1567,Loha,gram,2576,4050,4050
1568,Loha,green gram,8451,9050,9050
1569,Loha,pigeon pea (tur),4916,12321,12321
1570,Loha,sorgum(jawar),1732,1853,1853
1571,Loha,turmeric,6040,9067,9067
1572,Loha,wheat(husked),1735,2101,2101
1573,Lonand,bajri,1967,1901,1901
1574,Lonand,gram,3275,4525,4525
1575,Lonand,maize,1463,1488,1488
1576,Lonand,onion,1960,3169,3169
1577,Lonand,sorgum(jawar),2407,2433,2433
1578,Lonand,wheat(husked),1902,2267,2267
1579,Lonar,black gram,5625,11800,11800
1580,Lonar,gram,2924,4828,4828
1581,Lonar,green gram,8181,8934,8934
1582,Lonar,maize,1150,1377,1377
1583,Lonar,pigeon pea (tur),5025,9925,9925
1584,Lonar,sorgum(jawar),1390,1404,1404
1585,Lonar,soybean,3356,4138,4138
1586,Lonar,wheat(husked),1525,1734,1734
1587,Mahad,paddy-unhusked,0,1450,1450
1588,Mahagaon,cotton,4000,4245,4245
1589,Mahagaon,sorgum(jawar),0,1633,1633
1590,Mahagaon,wheat(husked),0,1700,1700
1591,Mahur,cotton,3962,4137,4137
1592,Majalgaon,bajri,1707,2168,2168
1593,Majalgaon,cotton,4103,4349,4349
1594,Majalgaon,gram,2888,4759,4759
1595,Majalgaon,green gram,7389,8696,8696
1596,Majalgaon,pigeon pea (tur),4782,9615,9615
1597,Majalgaon,sesamum,11088,9772,9772
1598,Majalgaon,sorgum(jawar),2592,2576,2576
1599,Majalgaon,soybean,3353,3857,3857
1600,Majalgaon,wheat(husked),1634,2190,2190
1601,Malegaon (Washim),gram,0,4629,4629
1602,Malegaon (Washim),pigeon pea (tur),0,9521,9521
1603,Malegaon (Washim),soybean,3299,3935,3935
1604,Malegaon,bajri,1598,1767,1767
1605,Malegaon,castor seed,3391,3476,3476
1606,Malegaon,gram,3364,5160,5160
1607,Malegaon,green gram,8020,8716,8716
1608,Malegaon,ground nut pods (dry),4391,6601,6601
1609,Malegaon,horse gram,3890,3501,3501
1610,Malegaon,maize,1519,1550,1550
1611,Malegaon,matki,6501,8076,8076
1612,Malegaon,onion,1628,2487,2487
1613,Malegaon,pigeon pea (tur),4123,9203,9203
1614,Malegaon,sorgum(jawar),2372,2777,2777
1615,Malegaon,soybean,3423,3777,3777
1616,Malegaon,wheat(husked),1714,1970,1970
1617,Malkapur,bajri,1500,1441,1441
1618,Malkapur,black gram,5468,12021,12021
1619,Malkapur,chillies(red),7600,11031,11031
1620,Malkapur,gram,2709,4995,4995
1621,Malkapur,green gram,7803,9149,9149
1622,Malkapur,maize,1137,1590,1590
1623,Malkapur,onion,1925,2653,2653
1624,Malkapur,pigeon pea (tur),5133,10311,10311
1625,Malkapur,sesamum,8900,8750,8750
1626,Malkapur,sorgum(jawar),1498,1464,1464
1627,Malkapur,soybean,3331,3919,3919
1628,Malkapur,wheat(husked),1541,1776,1776
1629,Manchar,beet root,3550,1786,1786
1630,Manchar,bitter gourd,2067,2900,2900
1631,Manchar,bottle gourd,1150,1575,1575
1632,Manchar,brinjal,2600,2133,2133
1633,Manchar,cabbage,375,1028,1028
1634,Manchar,capsicum,3000,2450,2450
1635,Manchar,carrot,1567,3000,3000
1636,Manchar,chavli (shenga ),2500,3050,3050
1637,Manchar,cluster bean,3900,6655,6655
1638,Manchar,coriander  ,2523,3572,3572
1639,Manchar,cucumber,2200,2550,2550
1640,Manchar,farshi,4250,4053,4053
1641,Manchar,flower,1560,1443,1443
1642,Manchar,ghevda,4300,3605,3605
1643,Manchar,green chilli,4000,4828,4828
1644,Manchar,ground nut pods (dry),0,3650,3650
1645,Manchar,kanda pat,677,643,643
1646,Manchar,ladies finger,3467,3950,3950
1647,Manchar,maize(corn.),900,1654,1654
1648,Manchar,methi (bhaji),2053,2405,2405
1649,Manchar,onion,2112,4049,4049
1650,Manchar,pavtta,4510,4200,4200
1651,Manchar,shepu,996,1504,1504
1652,Manchar,shevga,4000,4305,4305
1653,Manchar,small gourd,0,2700,2700
1654,Manchar,squash gourd,0,680,680
1655,Manchar,wal papdi,4500,3275,3275
1656,Manchar,walvad,3750,4000,4000
1657,Mandhal,chillies(red),4444,7803,7803
1658,Mandhal,coriander (dry),0,6313,6313
1659,Mandhal,cotton,0,4150,4150
1660,Mandhal,gram,2714,4447,4447
1661,Mandhal,green gram,0,6071,6071
1662,Mandhal,linseed,0,4897,4897
1663,Mandhal,paddy-unhusked,2059,2090,2090
1664,Mandhal,pigeon pea (tur),0,6550,6550
1665,Mandhal,soybean,3324,3827,3827
1666,Mandhal,wheat(husked),1501,1524,1524
1667,Mangalwedha,bajri,1534,1640,1640
1668,Mangalwedha,bitter gourd,3468,4967,4967
1669,Mangalwedha,brinjal,6515,4442,4442
1670,Mangalwedha,cucumber,3236,3384,3384
1671,Mangalwedha,gram,3342,4995,4995
1672,Mangalwedha,green chilli,3376,4411,4411
1673,Mangalwedha,green gram,6700,8000,8000
1674,Mangalwedha,horse gram,2102,2267,2267
1675,Mangalwedha,ladies finger,4585,4632,4632
1676,Mangalwedha,maize,1457,1679,1679
1677,Mangalwedha,matki,6000,8700,8700
1678,Mangalwedha,pigeon pea (tur),4000,9050,9050
1679,Mangalwedha,ridge gourd,4229,4364,4364
1680,Mangalwedha,sorgum(jawar),2575,2559,2559
1681,Mangalwedha,tomato,2200,3065,3065
1682,Mangalwedha,wheat(husked),2034,2432,2432
1683,Mangalwedha,wheat(unhusked),2827,3550,3550
1684,Mangaon(Bhadav),nachani,2983,3375,3375
1685,Mangaon(Bhadav),nagali,2910,3214,3214
1686,Mangaon(Bhadav),paddy-unhusked,1523,1545,1545
1687,Mangaon(Bhadav),rice(paddy-hus),3633,3539,3539
1688,Mangrulpeer,black gram,5071,11618,11618
1689,Mangrulpeer,gram,2668,5029,5029
1690,Mangrulpeer,green gram,7927,8895,8895
1691,Mangrulpeer,pigeon pea (tur),4860,11537,11537
1692,Mangrulpeer,sorgum(jawar),1504,1577,1577
1693,Mangrulpeer,soybean,3339,4001,4001
1694,Mangrulpeer,wheat(husked),1551,1860,1860
1695,Manmad,bajri,1573,1653,1653
1696,Manmad,gram,2842,5013,5013
1697,Manmad,green gram,8232,9242,9242
1698,Manmad,maize,1340,1537,1537
1699,Manmad,onion,1768,2396,2396
1700,Manmad,sorgum(jawar),0,0,0
1701,Manmad,wheat(husked),1748,1766,1766
1702,Manora,gram,3243,4650,4650
1703,Manora,green gram,0,5575,5575
1704,Manora,pigeon pea (tur),5130,11150,11150
1705,Manora,soybean,3438,4100,4100
1706,Manora,wheat(husked),1650,1650,1650
1707,Mantha,bajri,1525,1619,1619
1708,Mantha,black gram,4635,8225,8225
1709,Mantha,cotton,3971,4280,4280
1710,Mantha,gram,2550,5000,5000
1711,Mantha,green gram,7197,7929,7929
1712,Mantha,pigeon pea (tur),4650,8588,8588
1713,Mantha,safflower,2305,2550,2550
1714,Mantha,sorgum(jawar),2156,1790,1790
1715,Mantha,soybean,3284,3813,3813
1716,Mantha,wheat(husked),1647,2208,2208
1717,Manwat,bajri,0,1735,1735
1718,Manwat,gram,0,4794,4794
1719,Manwat,green gram,0,9039,9039
1720,Manwat,pigeon pea (tur),0,9851,9851
1721,Manwat,sorgum(jawar),0,1746,1746
1722,Manwat,soybean,0,3785,3785
1723,Manwat,wheat(husked),0,1883,1883
1724,Maregaon,cotton,3949,4286,4286
1725,Mauda,wheat(husked),0,0,0
1726,Mehkar,black gram,5214,11136,11136
1727,Mehkar,gram,4244,5126,5126
1728,Mehkar,green gram,8365,8818,8818
1729,Mehkar,maize,1020,1449,1449
1730,Mehkar,pigeon pea (tur),4885,10242,10242
1731,Mehkar,sorgum(jawar),1685,1427,1427
1732,Mehkar,soybean,3394,3941,3941
1733,Mehkar,wheat(husked),1601,1921,1921
1734,Mohol,gram,2480,4508,4508
1735,Mohol,maize,1462,1750,1750
1736,Mohol,pigeon pea (tur),4368,7978,7978
1737,Mohol,sorgum(jawar),2409,2564,2564
1738,Mohol,wheat(husked),2019,2004,2004
1739,Morshi,chillies(red),0,0,0
1740,Morshi,gram,2500,4856,4856
1741,Morshi,pigeon pea (tur),4783,10500,10500
1742,Morshi,sorgum(jawar),1500,1469,1469
1743,Morshi,soybean,3232,3683,3683
1744,Morshi,wheat(husked),1528,1644,1644
1745,Mukhed,black gram,0,8580,8580
1746,Mukhed,green gram,0,8450,8450
1747,Mukhed,sorgum(jawar),0,2717,2717
1748,Mukhed,soybean,0,3762,3762
1749,Mul,paddy-unhusked,2584,2368,2368
1750,Mumbai-Fruit Market,apple,0,0,0
1751,Mumbai-Fruit Market,chikoo,0,0,0
1752,Mumbai-Fruit Market,custard apple,0,0,0
1753,Mumbai-Fruit Market,guava,0,0,0
1754,Mumbai-Fruit Market,melon,0,0,0
1755,Mumbai-Fruit Market,mosambi,0,0,0
1756,Mumbai-Fruit Market,orange,0,0,0
1757,Mumbai-Fruit Market,papai,0,0,0
1758,Mumbai-Fruit Market,pineapple,0,0,0
1759,Mumbai-Fruit Market,pomegranate,0,0,0
1760,Mumbai-Fruit Market,water melon,0,0,0
1761,Mumbai-Onion And Potato Mkt,garlic,0,0,0
1762,Mumbai-Onion And Potato Mkt,onion,0,0,0
1763,Mumbai-Onion And Potato Mkt,potato,0,0,0
1764,Mumbai,apple,6673,8231,8231
1765,Mumbai,arvi,3000,3042,3042
1766,Mumbai,beet root,0,1300,1300
1767,Mumbai,betelnuts,36737,34952,34952
1768,Mumbai,bitter gourd,3630,4043,4043
1769,Mumbai,bottle gourd,1630,1687,1687
1770,Mumbai,brinjal,3080,3492,3492
1771,Mumbai,cabbage,1224,1508,1508
1772,Mumbai,capsicum,3768,3383,3383
1773,Mumbai,cardamom,124000,156473,156473
1774,Mumbai,carrot,2560,2413,2413
1775,Mumbai,cashewnuts,94526,119048,119048
1776,Mumbai,chikoo,1833,1717,1717
1777,Mumbai,chillies(red),14156,17333,17333
1778,Mumbai,cluster bean,0,3650,3650
1779,Mumbai,coconut,2563,2567,2567
